# Localization fixes for 0000_economic_rework.csv
# COMPLETED - All 67 entries have been added to 0000_economic_rework.csv
# This file remains for reference purposes only
# Date completed: 2025

desc_rich_development_5;TODO;;;;;;;;;;;;;x,,
desc_admin_found_1;TODO;;;;;;;;;;;;;x,,
desc_poor_development_6;TODO;;;;;;;;;;;;;x,,
desc_middle_development_7;TODO;;;;;;;;;;;;;x,,
desc_poor_development_1;TODO;;;;;;;;;;;;;x,,
desc_milit_found_5;TODO;;;;;;;;;;;;;x,,
desc_admin_found_2;TODO;;;;;;;;;;;;;x,,
desc_admin_found_3;TODO;;;;;;;;;;;;;x,,
desc_middle_development_3;TODO;;;;;;;;;;;;;x,,
desc_populationsize_500k;TODO;;;;;;;;;;;;;x,,
desc_sprawling_empire;TODO;;;;;;;;;;;;;x,,
desc_respectable_navy;TODO;;;;;;;;;;;;;x,,
desc_grand_navy;TODO;;;;;;;;;;;;;x,,
desc_admin_found_5;TODO;;;;;;;;;;;;;x,,
desc_admin_found_7;TODO;;;;;;;;;;;;;x,,
desc_city_state;TODO;;;;;;;;;;;;;x,,
desc_admin_found_9;TODO;;;;;;;;;;;;;x,,
desc_admin_found_10;TODO;;;;;;;;;;;;;x,,
desc_milit_found_4;TODO;;;;;;;;;;;;;x,,
desc_middle_development_8;TODO;;;;;;;;;;;;;x,,
desc_middle_development_9;TODO;;;;;;;;;;;;;x,,
desc_poor_development_4;TODO;;;;;;;;;;;;;x,,
desc_poor_development_5;TODO;;;;;;;;;;;;;x,,
desc_social_chaos;TODO;;;;;;;;;;;;;x,,
desc_populationsize_250k;TODO;;;;;;;;;;;;;x,,
desc_middle_development_10;TODO;;;;;;;;;;;;;x,,
desc_the_beginnings_trig;TODO;;;;;;;;;;;;;x,,
desc_small_nation;TODO;;;;;;;;;;;;;x,,
desc_populationsize_100k;TODO;;;;;;;;;;;;;x,,
desc_populationsize_50k;TODO;;;;;;;;;;;;;x,,
desc_milit_found_3;TODO;;;;;;;;;;;;;x,,
desc_rich_development_6;TODO;;;;;;;;;;;;;x,,
desc_social_tensions;TODO;;;;;;;;;;;;;x,,
desc_rich_development_7;TODO;;;;;;;;;;;;;x,,
desc_poor_development_3;TODO;;;;;;;;;;;;;x,,
desc_poor_development_10;TODO;;;;;;;;;;;;;x,,
desc_large_nation;TODO;;;;;;;;;;;;;x,,
desc_no_navy;TODO;;;;;;;;;;;;;x,,
desc_social_disorder;TODO;;;;;;;;;;;;;x,,
desc_rich_development_9;TODO;;;;;;;;;;;;;x,,
desc_poor_development_2;TODO;;;;;;;;;;;;;x,,
desc_social_dissent;TODO;;;;;;;;;;;;;x,,
desc_poor_development_9;TODO;;;;;;;;;;;;;x,,
desc_rich_development_2;TODO;;;;;;;;;;;;;x,,
desc_the_concert_of_europe;TODO;;;;;;;;;;;;;x,,
desc_rich_development_8;TODO;;;;;;;;;;;;;x,,
desc_middle_development_6;TODO;;;;;;;;;;;;;x,,
desc_rich_development_4;TODO;;;;;;;;;;;;;x,,
desc_rich_development_1;TODO;;;;;;;;;;;;;x,,
desc_rich_development_3;TODO;;;;;;;;;;;;;x,,
desc_middle_development_5;TODO;;;;;;;;;;;;;x,,
desc_vassal_nation;TODO;;;;;;;;;;;;;x,,
desc_the_police_state_effect;TODO;;;;;;;;;;;;;x,,
desc_admin_found_4;TODO;;;;;;;;;;;;;x,,
desc_poor_development_8;TODO;;;;;;;;;;;;;x,,
desc_middle_development_2;TODO;;;;;;;;;;;;;x,,
desc_admin_found_6;TODO;;;;;;;;;;;;;x,,
desc_winds_of_change;TODO;;;;;;;;;;;;;x,,
desc_landlocked_nation;TODO;;;;;;;;;;;;;x,,
desc_grand_army;TODO;;;;;;;;;;;;;x,,
desc_admin_found_8;TODO;;;;;;;;;;;;;x,,
desc_poor_development_7;TODO;;;;;;;;;;;;;x,,
desc_middle_development_4;TODO;;;;;;;;;;;;;x,,
desc_milit_found_1;TODO;;;;;;;;;;;;;x,,
desc_milit_found_2;TODO;;;;;;;;;;;;;x,,
desc_middle_development_1;TODO;;;;;;;;;;;;;x,,
desc_rich_development_10;TODO;;;;;;;;;;;;;x,,
